unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
selected_winning_pair_participation,v2_exact,Synovitis,positive,abnormality,cyrillic_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,chondral_abnormality,cyrillic_script,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,chondral_abnormality,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,degeneration,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,fracture,turkish,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,positive,sprain,dutch,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v2_exact,Synovitis,uncertain,fracture,english,<no_explicit_rule>,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Baker's,negative,baker_cyst_absent,dutch|english,baker_nl|baker_variants,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Baker's,uncertain,baker_cyst,english|south_slavic,baker_sl|baker_variants,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Contusion,uncertain,bone_contusion,south_slavic,contusion_sl,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Effusion,positive,tear,turkish,effusion_tr_root,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,positive,fracture,cyrillic_script|english,fracture_en,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,positive,fracture,english|greek_script,fracture_el|fracture_en,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Fracture,positive,fracture,english|latin_other,fracture_en,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_morphology,Synovitis,negative,synovitis_absent,german,synovitis_de,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,negative,abnormality_absent,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,avulsion,french,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,degeneration,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,sprain,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,sprain,greek_script,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,positive,tear,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,abnormality,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,abnormality,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,abnormality,french,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,degeneration,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,sprain,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,tear,spanish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,ACL,uncertain,tear,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,cyrillic_script,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,english,both_menisci_negative_only|target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,positive,avulsion,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,positive,tear,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,positive,tear,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,abnormality,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,abnormality,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,degeneration,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,degeneration,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral Meniscus,uncertain,degeneration,south_slavic,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,south_slavic,compartment_normality,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,positive,chondral_abnormality,cyrillic_script,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,positive,chondral_abnormality,latin_other,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Lateral OA,positive,tear,english,compartment_scope,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,negative,abnormality_absent,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,negative,abnormality_absent,spanish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,negative,abnormality_absent,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,negative,normal_structure,spanish,target_local_normality,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,abnormality,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,avulsion,french,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,degeneration,turkish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,positive,tear,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,uncertain,degeneration,english,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,uncertain,sprain,spanish,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,uncertain,tear,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,MCL,uncertain,tear,south_slavic,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,negative,abnormality_absent,dutch,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,negative,abnormality_absent,german,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,negative,abnormality_absent,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,positive,abnormality,greek_script,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,positive,degeneration,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
selected_winning_pair_participation,v3_target,Medial Meniscus,positive,sprain,latin_other,target_local_association,1,1,1,A selected pair may include multiple detectors/propositions.
